"165","-6.1369232","-77.1066247"
"166","-6.1380212","-77.1052551"
"167","-6.150242","-77.1080818"
"168","-6.154079","-77.1088641"
"169","-6.1515152","-77.1070384"
"170","-6.1488793","-77.1059003"
"171","-6.1079486","-76.9174857"
"172","-6.1080757","-76.9171072"
"173","-6.1078924","-76.9161134"
"174","-6.1479664","-77.1054601"
"175","-6.1472639","-77.1052064"
"176","-6.1074508","-76.9156613"
"177","-6.1070167","-76.9160517"
"178","-6.1417816","-77.1008863"
"179","-6.1432065","-77.1007146"
"180","-6.1079191","-76.9153462"
"181","-6.142811","-77.1007075"
"182","-6.1484848","-77.1003763"
"183","-6.1484879","-77.1003731"
"184","-6.148804","-77.1007485"
"185","-6.1081365","-76.9153012"
"186","-6.1445137","-77.0968989"
"187","-6.1083862","-76.9153887"
"188","-6.1429143","-77.0976799"
"189","-6.1408105","-77.0993992"
"190","-6.1083621","-76.9147453"
"191","-6.1085664","-76.9147588"
"192","-6.1403231","-77.0991574"
"193","-6.1091067","-76.9132036"
"194","-6.110603","-76.9096171"
"195","-6.1385622","-77.0955794"
"196","-6.1352585","-77.0993076"
"197","-6.1332473","-77.0943584"
"198","-6.1366582","-77.0886311"
"199","-6.1366691","-77.0886141"
"200","-6.1353495","-77.1008108"
"201","-6.0797694","-77.0994349"
"202","-6.0405167","-77.0613769"
"203","-6.1083322","-76.9231747"
"204","-6.1078842","-76.9205816"
"205","-6.1069836","-76.9170908"
"206","-6.1069018","-76.9171364"
"207","-6.1079195","-76.9160183"
"208","-6.1074955","-76.9156106"
"209","-6.1076203","-76.9154245"
"210","-6.1079883","-76.91521"
"211","-6.1082569","-76.9153612"
"212","-6.1085323","-76.915397"
"213","-6.1086913","-76.9143697"
"214","-6.1107349","-76.9098604"
"215","-6.1077756","-76.9146603"
"216","-6.0521789","-76.971426"
"217","-6.1380904","-77.1051222"
"218","-6.1380904","-77.1051222"
"219","-6.1380904","-77.1051222"
"220","-6.1380904","-77.1051222"
