"1","YTL","yantalo","1"
"2","RCK","rocke","1"
"3","MBB","moyobamba","1"
"4","MRN","marona","1"
"5","PCZ","pacayzapa","1"
"6","ROJ","rioja","1"
"7","POS","posic","1"
"8","YRS","yorongos","1"
"9","NUN","nueva union","1"
"10","SRT","soritor","1"
"11","NRJ","naranjos","1"
"12","NRL","naranjillos","1"
"13","YRC","yuracyacu","1"
"14","VCT","valle la conquista","1"
"15","PLB","pueblo libre","1"
"16","JPL","jepelacio","1"
"17","HBN","habana","1"
"18","SNM","san marcos","1"
