"6","2023-06-16","98","3"
"7","2023-06-16","99","3"
"8","2023-06-16","100","3"
"9","2023-06-16","103","3"
"10","2023-06-16","101","3"
"11","2023-06-16","105","3"
"12","2023-06-16","106","2"
"13","2023-06-16","111","3"
"14","2023-06-16","107","3"
"15","2023-06-16","112","2"
"16","2023-06-16","113","2"
"17","2023-06-16","115","3"
"18","2023-06-16","116","3"
"19","2023-06-16","122","2"
"20","2023-06-16","118","3"
"21","2023-06-16","120","3"
"22","2023-06-16","134","3"
"23","2023-06-16","130","3"
"24","2023-06-16","53","3"
"25","2023-06-16","133","3"
"26","2023-06-16","52","3"
"27","2023-06-16","50","3"
"28","2023-06-16","124","3"
"29","2023-06-16","135","3"
"30","2023-06-16","127","3"
"31","2023-06-16","125","2"
"32","2023-06-16","128","2"
"33","2023-06-16","59","3"
"34","2023-06-16","62","3"
"35","2023-06-16","65","2"
"36","2023-06-16","76","3"
"37","2023-06-16","82","3"
"38","2023-06-16","72","3"
"39","2023-06-16","68","3"
"40","2023-06-16","89","3"
"41","2023-06-16","95","3"
"42","2023-06-16","136","3"
"43","2023-06-16","90","3"
"44","2023-06-16","92","3"
"45","2023-06-16","93","3"
"46","2023-06-16","88","3"
"47","2023-06-16","87","3"
"48","2023-06-16","137","3"
"49","2023-06-16","84","3"
"50","2023-06-16","96","3"
"51","2023-06-16","85","3"
"52","2023-06-16","83","3"
"53","2023-06-16","129","3"
"54","2023-06-16","94","3"
"55","2023-06-16","117","3"
"56","2023-06-16","97","3"
"57","2023-06-18","102","3"
"58","2023-06-18","152","2"
"59","2023-06-18","108","3"
"60","2023-06-18","110","3"
"61","2023-06-18","150","3"
"62","2023-06-18","150","3"
"63","2023-06-18","104","3"
"64","2023-06-18","119","3"
"65","2023-06-18","121","3"
"66","2023-06-18","123","3"
"67","2023-06-18","126","3"
"68","2023-06-18","153","3"
"69","2023-06-18","154","3"
"70","2023-06-18","138","3"
"71","2023-06-18","155","3"
"72","2023-06-18","141","3"
"73","2023-06-18","143","3"
"74","2023-06-18","144","3"
"75","2023-06-18","145","3"
"76","2023-06-18","147","2"
"77","2023-06-18","146","3"
"78","2023-06-18","157","3"
"79","2023-06-18","148","3"
"80","2023-06-18","149","3"
"81","2023-06-18","156","3"
"82","2023-06-18","142","2"
"83","2023-06-18","158","2"
"84","2023-06-18","102","3"
"85","2023-06-18","104","3"
"86","2023-06-18","108","3"
"87","2023-06-18","119","3"
"88","2023-06-18","110","3"
"89","2023-06-18","123","3"
"90","2023-06-18","121","3"
"91","2023-06-18","157","3"
"92","2023-06-18","126","3"
"93","2023-06-18","141","3"
"94","2023-06-18","138","3"
"95","2023-06-18","143","3"
"96","2023-06-18","145","3"
"97","2023-06-18","144","3"
"98","2023-06-18","147","3"
"99","2023-06-18","146","3"
"100","2023-06-18","148","3"
"101","2023-06-18","149","3"
"102","2023-06-18","153","3"
"103","2023-06-18","155","3"
"104","2023-06-18","156","3"
"105","2023-06-23","113","3"
"106","2023-06-23","115","3"
"107","2023-06-23","120","3"
"108","2023-06-23","159","3"
"109","2023-06-23","118","3"
"110","2023-06-23","160","3"
"111","2023-06-23","161","3"
"112","2023-06-23","162","3"
"113","2023-06-23","163","3"
"114","2023-06-23","164","3"
"115","2023-06-23","130","3"
"116","2023-06-23","52","3"
"117","2023-06-23","132","3"
"118","2023-06-23","49","3"
"119","2023-06-23","49","3"
"120","2023-06-23","165","3"
"121","2023-06-23","125","3"
"122","2023-06-23","127","3"
"123","2023-06-23","167","3"
"124","2023-06-23","169","3"
"125","2023-06-23","63","3"
"126","2023-06-23","82","3"
"127","2023-06-23","168","3"
"128","2023-06-23","65","3"
"129","2023-06-23","59","3"
"130","2023-06-23","62","3"
"131","2023-06-23","59","3"
"132","2023-06-23","172","3"
"133","2023-06-23","95","3"
"134","2023-06-23","173","3"
"135","2023-06-23","90","3"
"136","2023-06-23","90","3"
"137","2023-06-23","170","3"
"138","2023-06-23","136","3"
"139","2023-06-23","87","3"
"140","2023-06-23","88","3"
"141","2023-06-23","94","3"
"142","2023-06-23","171","3"
"143","2023-06-23","68","3"
"144","2023-06-23","174","3"
"145","2023-06-23","89","3"
"146","2023-06-23","84","3"
"147","2023-06-23","178","3"
"148","2023-06-23","85","3"
"149","2023-06-23","177","3"
"150","2023-06-23","179","3"
"151","2023-06-23","180","3"
"152","2023-06-23","98","3"
"153","2023-06-23","99","3"
"154","2023-06-23","101","3"
"155","2023-06-23","105","3"
"156","2023-06-23","106","3"
"157","2023-06-23","111","3"
"158","2023-06-23","112","3"
"159","2023-06-25","104","3"
"160","2023-06-25","104","3"
"161","2023-06-25","108","3"
"162","2023-06-25","110","3"
"163","2023-06-25","157","3"
"164","2023-06-25","139","3"
"165","2023-06-25","154","3"
"166","2023-06-25","140","3"
"167","2023-06-25","140","3"
"168","2023-06-25","153","3"
