"169","2023-06-25","153","3"
"170","2023-06-25","142","3"
"171","2023-06-25","121","3"
"172","2023-06-25","143","3"
"173","2023-06-25","143","3"
"174","2023-06-25","144","3"
"175","2023-06-25","146","3"
"176","2023-06-25","146","3"
"177","2023-06-25","147","3"
"178","2023-06-25","147","3"
"179","2023-06-25","148","3"
"180","2023-06-25","151","3"
"181","2023-06-25","151","3"
"182","2023-06-25","156","3"
"183","2023-06-27","15","3"
"184","2023-06-27","181","3"
"185","2023-06-27","203","3"
"186","2023-06-27","182","3"
"187","2023-06-27","202","3"
"188","2023-06-27","183","3"
"189","2023-06-27","184","3"
"190","2023-06-27","188","3"
"191","2023-06-27","190","3"
"192","2023-06-27","185","3"
"193","2023-06-27","186","3"
"194","2023-06-27","189","3"
"195","2023-06-27","201","3"
"196","2023-06-27","200","3"
"197","2023-06-27","199","3"
"198","2023-06-27","198","3"
"199","2023-06-27","197","3"
"200","2023-06-27","192","3"
"201","2023-06-27","196","3"
"202","2023-06-27","195","3"
"203","2023-06-27","191","3"
"204","2023-06-27","194","3"
"205","2023-06-27","193","3"
"206","2023-06-27","204","3"
"207","2023-06-27","205","3"
"208","2023-06-27","206","3"
"209","2023-06-27","215","3"
"210","2023-06-27","215","3"
"211","2023-06-27","207","3"
"212","2023-06-27","208","3"
"213","2023-06-27","209","3"
"214","2023-06-27","214","3"
"215","2023-06-27","210","2"
"216","2023-06-27","211","3"
"217","2023-06-27","213","3"
"218","2023-06-27","216","3"
"219","2023-06-27","212","3"
"220","2023-06-30","221","3"
"221","2023-06-30","217","3"
"222","2023-06-30","218","3"
"223","2023-06-30","219","3"
"224","2023-06-30","219","3"
"225","2023-06-30","222","3"
"226","2023-06-30","222","3"
"227","2023-06-30","223","3"
"228","2023-06-30","223","3"
"229","2023-07-05","225","3"
"230","2023-07-05","227","3"
"231","2023-07-05","229","3"
"232","2023-07-05","226","3"
"233","2023-07-05","228","3"
"234","2023-07-05","228","3"
"235","2023-07-05","230","3"
"236","2023-07-05","230","3"
